Date,DaySum,DaySumIrr,Pac,Pdc,SolIrr,Time,TmpAmb,TmpMod,Wind,Pdc_pred,Absolute_Percent_diff
2018-03-16 00:00:00,38700.0,557.0,44959.0,46005.0,684.0,08:30:00,31.0,40.0,2.2,45875.344,0.28183391049898004
18-06-19,230500.0,3122.0,50655.0,51712.0,930.0,11:55:00,29.0,52.0,0.9,58262.47,12.667210851934282
2018-03-10 00:00:00,50300.0,652.0,61909.0,63611.0,758.0,08:40:00,26.0,46.0,0.0,50660.14,20.35946405647375
18-05-29,2700.0,28.0,10874.0,11105.0,109.0,07:00:00,10.0,12.0,0.0,7390.9746,33.4446221710808
18-07-28,9100.0,174.0,16124.0,16411.0,292.0,07:35:00,17.0,23.0,0.0,19642.518,19.691166172558734
18-11-17,200000.0,2964.0,62157.0,64147.0,1049.0,09:45:00,35.0,54.0,3.7,63916.95,0.35863019824390885
18-05-14,227000.0,3798.0,44277.0,45270.0,823.0,12:40:00,30.0,52.0,3.5,55251.24,22.048239584708554
2018-03-23 00:00:00,36700.0,535.0,55511.0,57141.0,855.0,09:00:00,51.0,44.0,1.1,56706.902,0.7596923039830321
18-11-26,200.0,4.0,1467.0,1447.0,22.0,05:20:00,18.0,20.0,0.0,1495.5457,3.3549184918032924
18-09-22,276300.0,3962.0,62961.0,64382.0,1036.0,12:15:00,32.0,58.0,4.0,63431.81,1.4758638594846836
18-11-21,178600.0,3614.0,63593.0,65430.0,1083.0,10:45:00,37.0,66.0,0.6,64388.11,1.5923737386452537
18-06-30,283900.0,3917.0,51321.0,52470.0,890.0,12:55:00,22.0,44.0,0.8,55252.555,5.3031381707385075
18-11-29,79200.0,1100.0,20241.0,20623.0,288.0,08:30:00,23.0,31.0,2.0,19337.68,6.2324636013611965
18-07-25,275300.0,3778.0,52935.0,54364.0,788.0,12:25:00,24.0,41.0,1.9,52516.098,3.399127224898387
18-11-20,444000.0,6232.0,35458.0,36135.0,486.0,15:35:00,33.0,48.0,2.8,32584.117,9.826713659398145
18-08-16,69500.0,948.0,52115.0,53682.0,775.0,08:35:00,24.0,39.0,1.1,51295.32,4.445958654481075
18-08-26,456000.0,6098.0,54954.0,56135.0,835.0,15:10:00,30.0,57.0,1.0,55956.598,0.31780767198703697
18-12-02,238600.0,3427.0,64407.0,65941.0,1104.0,09:55:00,33.0,66.0,3.9,65612.54,0.49811746137641494
18-05-21,317700.0,3982.0,6920.0,7023.0,100.0,14:50:00,24.0,31.0,2.1,6704.9897,4.528123886347937
18-11-28,13300.0,197.0,35068.0,35982.0,555.0,06:55:00,23.0,37.0,0.0,37283.727,3.6177171813223192
18-08-20,243500.0,3415.0,53831.0,55118.0,836.0,11:45:00,29.0,47.0,1.2,56082.09,1.7491365838169408
2018-03-12 00:00:00,160000.0,2616.0,63588.0,65429.0,1135.0,12:35:00,30.0,52.0,1.0,62424.316,4.5922830567643205
18-06-13,159200.0,2157.0,21686.0,22194.0,368.0,11:20:00,25.0,41.0,3.1,24717.723,11.371191668168818
18-06-15,171100.0,3639.0,40856.0,42070.0,336.0,16:00:00,23.0,34.0,0.5,22570.305,46.35059493070321
18-08-19,204400.0,2897.0,63438.0,64712.0,825.0,11:35:00,29.0,42.0,2.2,55367.52,14.440105071998019
18-04-29,478700.0,6544.0,21111.0,21494.0,679.0,16:25:00,28.0,38.0,1.6,45563.17,111.98088885729085
2018-03-14 00:00:00,362700.0,5190.0,42798.0,44152.0,508.0,14:30:00,30.0,51.0,1.6,34099.57,22.767775128189697
18-05-16,123500.0,1772.0,24678.0,25147.0,358.0,11:45:00,24.0,35.0,2.3,24039.34,4.404738048732164
18-08-31,383200.0,5177.0,60224.0,61647.0,870.0,13:20:00,26.0,49.0,2.4,57494.668,6.735657264939297
18-06-17,6600.0,91.0,13731.0,13970.0,268.0,07:25:00,15.0,20.0,0.9,18041.0,29.141009976032734
18-05-15,10300.0,189.0,18631.0,18958.0,304.0,07:30:00,23.0,29.0,0.0,20407.791,7.6473864444839625
2018-03-13 00:00:00,192200.0,3051.0,58877.0,61305.0,1155.0,11:00:00,29.0,46.0,3.7,64617.773,5.403756640317363
18-07-28,492600.0,6604.0,4352.0,4635.0,190.0,17:10:00,22.0,30.0,0.0,12765.876,175.42342742284137
18-11-16,254700.0,3744.0,63635.0,65311.0,1077.0,10:40:00,34.0,56.0,2.8,64306.258,1.5383960984932403
18-04-18,313800.0,4252.0,45450.0,46900.0,701.0,12:25:00,28.0,46.0,2.0,47062.9,0.34733236725651156
2018-03-26 00:00:00,257000.0,3773.0,47810.0,49191.0,941.0,12:10:00,60.0,64.0,1.7,59178.227,20.302952992783062
18-11-29,223400.0,3511.0,21935.0,22318.0,295.0,15:15:00,25.0,34.0,4.8,19794.908,11.305185209434615
18-07-23,7200.0,84.0,23594.0,24223.0,270.0,07:15:00,10.0,16.0,0.5,18064.139,25.42567382494464
18-05-20,1900.0,39.0,7376.0,7482.0,149.0,06:50:00,11.0,15.0,1.1,10074.855,34.65457226193802
18-08-22,600.0,9.0,2808.0,2941.0,40.0,06:35:00,9.0,10.0,0.0,2761.9434,6.088290460577472
2018-03-15 00:00:00,26000.0,356.0,19746.0,20094.0,287.0,09:20:00,36.0,35.0,0.0,19158.695,4.6546448590542635
18-09-24,258000.0,3630.0,63442.0,64712.0,984.0,12:10:00,32.0,55.0,2.3,61445.965,5.047033197182127
18-08-31,223300.0,3157.0,57755.0,59400.0,901.0,10:55:00,28.0,48.0,2.5,58454.605,1.5915721955925548
18-08-26,453500.0,6250.0,475.0,470.0,9.0,17:40:00,22.0,24.0,0.0,595.713,26.747453803236176
18-08-31,421600.0,5916.0,46731.0,47658.0,916.0,14:55:00,26.0,53.0,1.6,58106.95,21.924860845445966
2018-03-16 00:00:00,280000.0,4356.0,63565.0,65250.0,1186.0,13:00:00,33.0,62.0,1.9,65964.09,1.0943979778508977
18-09-24,283800.0,3879.0,61732.0,63128.0,935.0,11:40:00,33.0,51.0,4.5,60070.457,4.843400255036348
18-06-19,110000.0,1291.0,49532.0,50881.0,759.0,09:40:00,26.0,42.0,0.0,50399.055,0.9472015521096182
2018-03-16 00:00:00,21400.0,291.0,14983.0,15325.0,274.0,07:25:00,35.0,33.0,0.0,18289.707,19.345561734614908
18-05-14,247900.0,3488.0,62804.0,64041.0,966.0,12:15:00,32.0,56.0,2.7,60829.43,5.01486778192265
18-04-28,144300.0,2086.0,27827.0,29052.0,350.0,10:35:00,28.0,47.0,0.9,23499.18,19.113382690950445
18-07-20,329800.0,4773.0,12251.0,12488.0,172.0,15:50:00,19.0,24.0,1.0,11568.167,7.365733820856732
2018-03-09 00:00:00,393000.0,6110.0,1687.0,1811.0,19.0,16:40:00,21.0,23.0,0.0,1273.8912,29.65813017538211
18-04-18,297100.0,4469.0,22291.0,22694.0,286.0,13:15:00,26.0,36.0,1.9,19188.963,15.444775424340207
18-11-22,3100.0,42.0,12494.0,12720.0,169.0,05:50:00,26.0,29.0,0.0,11314.596,11.048779299236697
18-11-23,184000.0,2421.0,4907.0,4968.0,67.0,15:05:00,17.0,19.0,1.0,4522.9844,8.95764470316361
18-04-28,49600.0,780.0,25654.0,26411.0,683.0,08:50:00,25.0,33.0,0.0,45115.06,70.81919514348888
18-11-23,180800.0,2376.0,4612.0,4658.0,62.0,14:25:00,17.0,21.0,0.0,4193.7544,9.96663191924796
18-04-14,419500.0,5580.0,37785.0,39016.0,393.0,15:55:00,28.0,40.0,1.8,26365.645,32.423505152203106
18-09-17,66500.0,912.0,52058.0,53476.0,773.0,08:10:00,30.0,50.0,0.0,51891.016,2.9639142931368196
18-04-28,6100.0,69.0,20333.0,20717.0,203.0,07:00:00,20.0,23.0,0.0,13637.925,34.17036694760384
18-09-15,411400.0,5904.0,54629.0,56041.0,891.0,14:30:00,34.0,61.0,1.0,57783.254,3.108890189643941
18-09-29,5700.0,41.0,8716.0,8893.0,133.0,06:25:00,22.0,23.0,2.1,8917.056,0.2705017607217176
2018-03-09 00:00:00,361200.0,5373.0,2151.0,2152.0,29.0,16:25:00,20.0,22.0,0.0,1952.0695,9.290454080362972
18-12-03,588100.0,8475.0,2447.0,2552.0,37.0,17:55:00,30.0,32.0,0.0,2421.8066,5.101622580360851
18-04-16,471600.0,6557.0,4780.0,4935.0,57.0,16:25:00,23.0,25.0,0.0,3811.8684,22.758494195242417
18-06-20,25600.0,703.0,41806.0,42718.0,719.0,08:55:00,23.0,40.0,2.1,48302.26,13.072389520237676
18-11-16,493500.0,7440.0,24693.0,25250.0,271.0,15:30:00,33.0,56.0,1.7,18171.951,28.031873077449234
18-11-28,265700.0,3786.0,66127.0,68090.0,921.0,12:35:00,30.0,50.0,2.7,59416.86,12.737758048639233
18-05-29,380100.0,4998.0,52462.0,53764.0,752.0,15:00:00,24.0,45.0,3.8,50521.39,6.031188544183343
2018-03-13 00:00:00,2100.0,34.0,5110.0,5176.0,90.0,06:35:00,22.0,23.0,1.0,6030.7236,16.51320357042633
2018-03-27 00:00:00,1600.0,21.0,4893.0,4958.0,64.0,06:45:00,21.0,20.0,0.0,4286.777,13.538185862306628
18-11-19,284200.0,4248.0,63247.0,65194.0,1184.0,10:50:00,34.0,53.0,3.8,66675.95,2.2731381702098328
18-09-23,542700.0,7635.0,59942.0,61366.0,916.0,15:20:00,29.0,54.0,2.0,59059.92,3.7579089229290172
18-05-25,287000.0,3827.0,38790.0,39982.0,525.0,14:45:00,27.0,46.0,3.8,35253.832,11.825738183482812
18-08-30,480900.0,6604.0,270.0,250.0,5.0,17:45:00,20.0,21.0,0.5,337.37738,34.95095044374466
18-04-27,215800.0,3669.0,46538.0,47488.0,1046.0,11:50:00,32.0,57.0,4.3,63852.004,34.45924304807283
18-04-19,2100.0,42.0,6495.0,6582.0,118.0,06:45:00,17.0,19.0,0.0,7948.0786,20.75476436693232
18-11-18,519000.0,7551.0,31644.0,32294.0,475.0,16:20:00,31.0,41.0,3.1,31844.482,1.3919532649722444
18-05-18,336900.0,4813.0,26897.0,27411.0,347.0,16:15:00,26.0,38.0,2.5,23289.984,15.034165231824325
18-04-22,365400.0,5334.0,10842.0,11023.0,221.0,16:50:00,25.0,31.0,0.9,14820.694,34.45246106622484
2018-03-15 00:00:00,325100.0,4692.0,14101.0,14331.0,160.0,17:05:00,29.0,35.0,0.0,10698.658,25.346048663843867
18-06-19,196900.0,2744.0,60856.0,62106.0,718.0,11:35:00,28.0,50.0,0.0,48217.324,22.362856877136895
2018-03-20 00:00:00,115100.0,1868.0,19864.0,20258.0,326.0,10:55:00,27.0,43.0,1.3,21885.588,8.034298749252022
18-08-18,265600.0,3730.0,59877.0,61088.0,792.0,12:45:00,30.0,41.0,3.5,53138.324,13.013479479668092
18-05-17,7100.0,130.0,7660.0,7800.0,143.0,08:05:00,19.0,24.0,0.7,9621.2295,23.349100580582252
18-11-22,91900.0,1278.0,58089.0,59711.0,906.0,08:10:00,32.0,56.0,3.2,58757.234,1.5973016710270675
18-04-25,326700.0,5182.0,48200.0,49376.0,947.0,13:20:00,28.0,53.0,1.4,58927.348,19.344108675836523
2018-03-26 00:00:00,348000.0,5093.0,12818.0,13047.0,164.0,15:10:00,30.0,36.0,0.0,10960.491,15.992251159843834
18-09-25,6200.0,72.0,9352.0,9493.0,152.0,06:45:00,22.0,23.0,0.0,10194.396,7.388567977241436
18-04-20,147800.0,2181.0,12732.0,12952.0,232.0,10:55:00,26.0,36.0,0.0,15564.664,20.171892966953152
2018-03-19 00:00:00,316500.0,7344.0,12134.0,12382.0,204.0,17:30:00,25.0,34.0,1.7,13687.218,10.541251242074152
18-09-18,147600.0,2123.0,55797.0,57505.0,901.0,09:45:00,35.0,60.0,3.5,58466.004,1.6711625998128599
18-05-21,290200.0,3588.0,27208.0,27956.0,482.0,12:50:00,25.0,42.0,0.5,32376.955,15.81397558473044
18-07-14,239800.0,3357.0,8856.0,9000.0,124.0,15:10:00,22.0,26.0,0.0,8322.954,7.522733956575394
18-06-18,0.0,0.0,192.0,153.0,4.0,06:25:00,12.0,12.0,0.4,321.38095,110.05290925648868
18-11-27,70900.0,986.0,22115.0,22500.0,326.0,10:10:00,28.0,37.0,1.5,21858.67,2.850351929664608
18-04-15,18500.0,240.0,43939.0,44988.0,323.0,07:25:00,27.0,34.0,0.0,21659.416,51.85512593266931
18-06-19,187700.0,2414.0,50576.0,51637.0,905.0,11:05:00,28.0,48.0,2.1,58152.516,12.617924262028577
18-09-22,107000.0,1438.0,61762.0,63300.0,923.0,08:35:00,28.0,45.0,1.5,57490.4,9.17788554706845
18-09-14,65900.0,956.0,50672.0,52294.0,791.0,08:15:00,30.0,47.0,0.9,53090.33,1.5227942907701209
2018-03-10 00:00:00,306500.0,4142.0,15366.0,15643.0,173.0,17:05:00,26.0,32.0,2.8,11589.6,25.911912367958585
18-04-19,512400.0,7205.0,16950.0,17252.0,190.0,16:45:00,29.0,36.0,0.9,12715.136,26.297613690589326
18-06-22,320900.0,4367.0,7462.0,7737.0,137.0,15:05:00,23.0,30.0,0.0,9197.661,18.878902842158173
18-11-24,179500.0,2497.0,22270.0,22700.0,329.0,13:10:00,27.0,35.0,2.1,22063.525,2.803852957250792
18-08-27,483600.0,6856.0,33869.0,34847.0,534.0,16:20:00,30.0,47.0,1.8,35833.715,2.8315660125450477
18-06-24,222000.0,3187.0,50939.0,52418.0,974.0,12:10:00,25.0,48.0,2.8,59299.29,13.127722394130275
18-06-13,123800.0,1708.0,58683.0,60400.0,987.0,10:25:00,25.0,48.0,3.1,59821.47,0.9578352633690966
2018-03-14 00:00:00,0.0,0.0,317.0,282.0,6.0,06:00:00,14.0,16.0,0.0,448.2129,58.940743892750845
18-08-21,512400.0,7386.0,1372.0,1600.0,47.0,17:30:00,23.0,27.0,0.0,3146.151,96.634429320693
18-11-22,1300.0,21.0,5120.0,5182.0,78.0,05:45:00,24.0,25.0,0.0,5212.2847,0.5844240745767504
18-11-28,294200.0,4182.0,20901.0,21282.0,322.0,13:50:00,32.0,48.0,1.5,21583.154,1.4150627858544051
18-08-18,72400.0,1052.0,46642.0,47571.0,783.0,09:25:00,28.0,50.0,1.9,52580.2,10.529942794278249
18-11-24,129100.0,1891.0,18716.0,19100.0,262.0,11:05:00,24.0,32.0,1.1,17585.89,7.927274938029144
18-08-26,219600.0,3115.0,62555.0,63847.0,853.0,11:45:00,30.0,53.0,0.8,56677.703,11.228869135610159
18-05-15,157700.0,2074.0,28860.0,29964.0,566.0,10:15:00,29.0,48.0,2.5,37994.24,26.799622570747474
18-05-19,380000.0,4956.0,56208.0,57441.0,837.0,14:40:00,26.0,53.0,0.0,55248.805,3.8164277683632006
18-07-24,1400.0,21.0,3567.0,3617.0,51.0,07:15:00,12.0,15.0,0.0,3486.0195,3.6212484662559845
18-09-13,324500.0,4330.0,58752.0,60082.0,903.0,12:20:00,31.0,55.0,2.0,58540.582,2.5655248535682915
18-07-21,100800.0,1341.0,55358.0,57150.0,804.0,09:10:00,19.0,36.0,2.5,52627.25,7.913825393035968
18-04-14,78100.0,799.0,27700.0,28452.0,343.0,08:40:00,26.0,41.0,1.1,23031.064,19.05291649999623
2018-03-15 00:00:00,178500.0,2839.0,50178.0,51700.0,812.0,13:30:00,28.0,54.0,1.7,54538.957,5.491213111397835
18-04-17,213500.0,2994.0,34115.0,34823.0,404.0,13:20:00,25.0,39.0,1.0,27130.785,22.08946862219531
2018-03-26 00:00:00,101900.0,1371.0,61383.0,62829.0,935.0,08:50:00,50.0,45.0,1.4,59580.54,5.170320309045777
18-05-20,11800.0,193.0,27110.0,27900.0,323.0,07:25:00,16.0,21.0,1.2,21726.928,22.125707678897406
18-11-28,109300.0,1507.0,58489.0,59864.0,910.0,09:40:00,31.0,59.0,0.0,58431.484,2.392953094610245
18-08-26,214400.0,3041.0,61500.0,62741.0,801.0,11:40:00,30.0,53.0,0.0,53779.62,14.283128255630494
18-08-25,48300.0,717.0,39882.0,40693.0,782.0,08:45:00,24.0,37.0,3.2,52329.133,28.594923493398895
18-09-22,91600.0,1226.0,59834.0,61394.0,889.0,08:20:00,27.0,43.0,2.9,57688.195,6.036101970221514
18-04-17,29300.0,442.0,32990.0,33617.0,805.0,08:00:00,24.0,35.0,1.0,52655.688,56.63410609335201
2018-03-26 00:00:00,96700.0,1300.0,61243.0,62611.0,931.0,08:45:00,50.0,45.0,1.3,59425.555,5.087678062828405
18-05-24,338600.0,5702.0,32772.0,33617.0,619.0,16:15:00,26.0,47.0,0.0,41580.72,23.68956215232615
18-09-20,200.0,3.0,1204.0,1194.0,18.0,06:00:00,19.0,20.0,1.2,1216.4493,1.8801818709427438
18-06-19,20400.0,398.0,28927.0,29512.0,625.0,08:05:00,21.0,35.0,0.0,41447.258,40.44204736408679
18-11-23,42900.0,523.0,21259.0,21656.0,304.0,08:35:00,24.0,34.0,0.8,20411.877,5.744938473662719
18-08-25,308300.0,4376.0,56350.0,57917.0,857.0,12:55:00,27.0,45.0,0.6,55274.316,4.562880375117826
18-06-19,378700.0,4932.0,43198.0,44056.0,744.0,14:50:00,27.0,54.0,1.9,49982.633,13.452500933437953
18-06-25,100.0,1.0,646.0,618.0,9.0,06:30:00,9.0,9.0,0.5,677.24634,9.586785411805792
18-04-12,289800.0,4545.0,12273.0,12652.0,159.0,16:45:00,22.0,25.0,0.4,10669.815,15.666963588275602
18-11-21,275800.0,4702.0,17043.0,17364.0,246.0,13:50:00,34.0,45.0,0.7,16453.068,5.2460918765522795
2018-03-18 00:00:00,101000.0,1509.0,55411.0,57088.0,964.0,08:50:00,25.0,51.0,2.3,59078.58,3.4868583542549603
18-09-15,456700.0,6248.0,8337.0,8464.0,101.0,17:00:00,31.0,33.0,0.8,6711.647,20.703602975871707
18-09-22,443900.0,6223.0,62980.0,64540.0,978.0,13:55:00,31.0,58.0,2.5,61193.49,5.185174491333826
18-09-21,167500.0,2433.0,56724.0,58482.0,891.0,10:20:00,31.0,46.0,6.1,58869.004,0.6617486275097343
18-04-27,321900.0,4827.0,62638.0,63947.0,922.0,13:35:00,29.0,50.0,0.8,57752.387,9.687106112761832
18-08-21,500100.0,6698.0,50586.0,51743.0,764.0,15:50:00,28.0,54.0,1.2,51316.445,0.8243709294047633
18-09-30,373600.0,5334.0,742.0,764.0,11.0,17:40:00,19.0,19.0,2.5,742.5856,2.802935877024965
18-07-19,27000.0,459.0,33877.0,34658.0,484.0,08:15:00,15.0,23.0,1.8,32202.797,7.084086176720193
18-09-25,11800.0,160.0,16393.0,16693.0,255.0,07:10:00,24.0,28.0,0.6,17104.834,2.467105423705008
2018-03-20 00:00:00,237500.0,3636.0,15144.0,15417.0,205.0,13:55:00,37.0,34.0,2.1,13638.843,11.533746361662887
18-07-14,122900.0,1624.0,54648.0,56043.0,766.0,11:30:00,26.0,47.0,2.6,51448.844,8.19755512286761
18-07-15,14400.0,202.0,11579.0,11770.0,161.0,09:15:00,18.0,23.0,0.7,10836.558,7.930691463013466
18-07-25,128600.0,1731.0,54211.0,55841.0,814.0,09:40:00,24.0,44.0,0.0,53129.38,4.855968854362485
18-06-25,400.0,5.0,1591.0,1568.0,19.0,06:45:00,10.0,11.0,0.5,1344.8016,14.234592401118459
18-04-24,4600.0,92.0,12121.0,12323.0,261.0,07:00:00,18.0,20.0,0.0,17542.88,42.35884398596827
18-11-27,128900.0,1721.0,498.0,468.0,5.0,14:05:00,17.0,18.0,1.3,356.98694,23.720736599837743
18-04-21,5500.0,73.0,16458.0,16782.0,175.0,07:00:00,19.0,22.0,0.0,11764.6455,29.89723674199135
18-04-22,800.0,31.0,3725.0,3800.0,145.0,06:50:00,18.0,19.0,0.0,9751.357,156.61467603946986
18-06-24,284700.0,4159.0,54593.0,56231.0,901.0,13:55:00,25.0,47.0,3.7,58728.39,4.441306668244054
18-05-22,204900.0,3806.0,53952.0,55194.0,499.0,14:00:00,27.0,48.0,1.7,33515.43,39.277039453871595
18-11-22,418800.0,6196.0,62019.0,64017.0,1091.0,14:20:00,37.0,65.0,1.4,64800.24,1.2234860091341508
18-11-29,175500.0,2381.0,28197.0,28718.0,401.0,12:50:00,27.0,35.0,2.4,26897.635,6.338761610625824
18-07-26,211700.0,3008.0,62676.0,64082.0,989.0,11:35:00,26.0,51.0,0.0,57717.875,9.931221013435104
18-04-19,162500.0,2111.0,62272.0,63606.0,898.0,09:50:00,30.0,50.0,2.2,58535.215,7.972183404986712
18-08-23,57900.0,759.0,47839.0,48941.0,686.0,08:25:00,27.0,43.0,1.5,46057.156,5.8924883836057305
18-09-22,1200.0,7.0,2028.0,2031.0,32.0,06:05:00,16.0,15.0,0.0,2171.8857,6.936768357651628
18-04-30,104100.0,1486.0,54632.0,55705.0,861.0,09:40:00,28.0,48.0,1.2,56552.414,1.5212532648138366
18-05-20,264800.0,4158.0,32540.0,33794.0,703.0,13:20:00,26.0,50.0,2.1,47227.758,39.75190004808858
18-09-29,390300.0,5640.0,21024.0,21629.0,325.0,15:55:00,29.0,41.0,2.2,21792.832,0.757464262884604
18-06-18,372900.0,5134.0,40547.0,41362.0,776.0,15:15:00,25.0,52.0,0.9,52145.484,26.070989745537442
18-05-23,405700.0,5860.0,680.0,670.0,10.0,17:15:00,20.0,20.0,0.9,669.9289,0.01060890117243583
18-06-26,6900.0,112.0,19972.0,20511.0,234.0,07:25:00,10.0,18.0,0.0,15798.792,22.974052241937585
18-07-29,202400.0,2778.0,54360.0,55762.0,836.0,11:20:00,28.0,52.0,0.5,56024.562,0.47085955992887796
18-07-25,17800.0,314.0,28262.0,28829.0,407.0,07:55:00,16.0,23.0,2.0,27372.104,5.0535799135522135
18-07-26,125000.0,1685.0,54626.0,56168.0,825.0,09:35:00,23.0,45.0,0.4,53597.184,4.577009801154218
18-09-23,107900.0,1529.0,56999.0,58276.0,860.0,09:30:00,29.0,44.0,3.5,57520.71,1.296052332806172
18-05-26,252900.0,3468.0,43991.0,45758.0,643.0,13:45:00,28.0,45.0,3.7,43164.406,5.668063903950154
18-07-15,107700.0,1465.0,46628.0,48317.0,795.0,13:45:00,23.0,40.0,1.9,52740.453,9.155069043048782
18-06-14,150500.0,1930.0,42655.0,44318.0,692.0,10:45:00,26.0,44.0,2.0,46472.09,4.860533870263366
18-07-21,319400.0,4202.0,41988.0,43506.0,554.0,13:05:00,21.0,36.0,1.8,37231.547,14.42204187564432
18-04-19,1600.0,17.0,7515.0,7652.0,108.0,06:40:00,15.0,17.0,0.0,7290.125,4.729156256874883
18-08-20,490600.0,6678.0,47668.0,48811.0,707.0,16:10:00,27.0,50.0,1.8,47486.96,2.7125844235269936
18-07-20,269100.0,3559.0,62412.0,64423.0,980.0,12:10:00,25.0,40.0,3.0,59158.152,8.172310036119116
2018-03-24 00:00:00,113400.0,1933.0,42610.0,44100.0,920.0,10:55:00,32.0,60.0,1.3,58909.883,33.58250025178298
18-05-31,64600.0,811.0,50281.0,51441.0,706.0,08:40:00,24.0,46.0,1.2,47437.633,7.78244204956943
18-09-13,37400.0,522.0,33705.0,34352.0,505.0,08:10:00,29.0,42.0,0.0,33883.24,1.3645798540498402
18-11-22,183100.0,2652.0,59913.0,61688.0,978.0,09:50:00,35.0,59.0,4.6,61371.582,0.5129342412472501
2018-03-24 00:00:00,47300.0,814.0,19762.0,20300.0,382.0,08:40:00,26.0,39.0,0.9,25644.1,26.325614654959136
18-05-16,257600.0,3545.0,7744.0,7858.0,45.0,16:50:00,20.0,23.0,1.3,3028.229,61.463108011202586
18-11-22,357800.0,5154.0,22627.0,23082.0,328.0,12:55:00,36.0,48.0,1.3,21947.766,4.913931527260464
18-09-24,553800.0,7482.0,46478.0,47650.0,706.0,16:10:00,29.0,50.0,1.5,47400.848,0.522883628873241
2018-03-15 00:00:00,240700.0,3870.0,50541.0,52194.0,995.0,15:00:00,29.0,58.0,0.6,59947.41,14.854980212598715
18-11-28,339700.0,4870.0,46540.0,47931.0,695.0,14:05:00,32.0,60.0,4.1,46660.062,2.651601480275211
18-09-23,115100.0,1538.0,60800.0,62756.0,933.0,08:35:00,26.0,43.0,4.7,59890.375,4.566295727526107
18-11-25,221400.0,3019.0,5071.0,5156.0,73.0,17:05:00,23.0,29.0,0.0,4897.6055,5.011526679604259
2018-03-12 00:00:00,197000.0,2916.0,51292.0,52994.0,1008.0,13:00:00,31.0,56.0,2.9,62364.51,17.682209294998643
2018-03-16 00:00:00,406500.0,5771.0,6024.0,6117.0,31.0,17:30:00,27.0,30.0,1.0,2041.2596,66.62972649342878
2018-03-12 00:00:00,1000.0,16.0,1734.0,1735.0,28.0,06:40:00,20.0,22.0,0.6,1884.4648,8.614685094408072
18-07-23,59200.0,902.0,46260.0,47311.0,662.0,09:00:00,18.0,30.0,1.2,43251.7,8.580031919256628
18-11-26,361400.0,5273.0,24159.0,24605.0,340.0,14:50:00,29.0,36.0,4.5,22783.918,7.4012674807630185
18-08-23,289000.0,4020.0,50918.0,52253.0,788.0,13:00:00,30.0,47.0,1.5,52888.445,1.2160953233324734
18-11-16,355500.0,5485.0,62038.0,64229.0,1132.0,12:55:00,34.0,60.0,3.2,66189.484,3.0523327688015787
18-04-21,269200.0,3637.0,60069.0,61594.0,919.0,13:20:00,30.0,51.0,3.8,59458.086,3.4677283750028014
2018-03-18 00:00:00,291900.0,4626.0,7757.0,7870.0,125.0,13:25:00,26.0,32.0,0.4,8368.545,6.334750428133126
18-11-25,207300.0,2831.0,13515.0,13754.0,182.0,15:40:00,24.0,32.0,1.0,12214.477,11.193281305950876
18-05-28,300.0,5843.0,485.0,452.0,6.0,17:25:00,19.0,20.0,1.3,410.64832,9.148602767031536
18-06-20,396100.0,5567.0,36960.0,37900.0,242.0,16:20:00,25.0,33.0,2.3,16235.357,57.162645718667626
18-11-19,185600.0,2678.0,63758.0,65273.0,1083.0,10:45:00,34.0,54.0,5.8,65407.16,0.2055363012737537
18-09-19,106600.0,1450.0,50527.0,51700.0,747.0,09:25:00,32.0,48.0,1.6,50119.137,3.057765430361899
18-09-19,130500.0,1851.0,53491.0,54558.0,828.0,10:35:00,35.0,52.0,2.9,55539.41,1.7988347566705891
18-04-16,305200.0,4478.0,63780.0,65235.0,1169.0,13:20:00,30.0,65.0,1.3,64827.207,0.6251128247809954
2018-03-20 00:00:00,233100.0,3807.0,14169.0,14500.0,227.0,14:45:00,25.0,31.0,0.0,15224.247,4.994809093146488
18-06-14,426400.0,5638.0,28805.0,29641.0,242.0,16:30:00,23.0,29.0,0.0,16244.884,45.19454837629643
18-04-16,87200.0,1137.0,61750.0,63311.0,636.0,08:35:00,22.0,32.0,2.6,42715.67,32.530412911423554
18-07-28,2700.0,53.0,8357.0,8487.0,159.0,07:05:00,8.0,14.0,0.0,10752.3125,26.691557000828702
18-07-28,177100.0,2412.0,51551.0,52868.0,784.0,10:45:00,27.0,51.0,1.7,52659.95,0.3935269484354292
18-08-28,375400.0,5256.0,3085.0,3156.0,61.0,17:05:00,20.0,23.0,0.6,4103.0654,30.008416597380833
2018-03-25 00:00:00,0.0,1.0,507.0,482.0,7.0,05:55:00,18.0,19.0,0.0,485.53152,0.7326833586907961
18-11-21,431400.0,7423.0,55078.0,56611.0,964.0,15:25:00,38.0,71.0,1.8,60157.234,6.26421740849757
18-05-27,64800.0,1044.0,40857.0,41858.0,743.0,08:55:00,27.0,43.0,1.7,49884.195,19.174814562009463
18-08-19,429100.0,5922.0,34088.0,34747.0,786.0,15:40:00,26.0,51.0,2.8,52803.004,51.96420806608435
2018-03-11 00:00:00,127100.0,1670.0,53731.0,55394.0,970.0,09:55:00,55.0,51.0,0.0,60415.1,9.064339855438018
18-05-20,174900.0,2607.0,49039.0,50205.0,895.0,11:20:00,27.0,43.0,1.8,56770.63,13.077637897807154
18-07-15,91800.0,1260.0,20764.0,21152.0,286.0,13:20:00,21.0,28.0,1.2,19214.627,9.159289574343575
